    KK    EPS_TOT    EPS_PLA    SIGMA    GAMMA    TAU    EPS_DOT    RHO_TOT    ALPHA    ZP_X    ZP_Y    ZP_Z    TIME
     200   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.44584E+10  -0.6984962   0.0000000   0.0000000   1.0000000    0.000000000000000
     400   0.12380E+00   0.11864E-05   0.14881E+03   0.29061E-05   0.60750E+02   0.18031E+02   0.56981E+10  74.4518823  -0.0000000   0.0000000   1.0000000    0.000000000000000
     600   0.12532E+00   0.13250E-05   0.15064E+03   0.32457E-05   0.61500E+02   0.87956E+00   0.59529E+10  73.7480346  -0.0000000   0.0000000   1.0000000    0.000000000000000
     800   0.12685E+00   0.14221E-05   0.15248E+03   0.34834E-05   0.62250E+02   0.80454E+01   0.60803E+10  73.8686140  -0.0000000   0.0000000   1.0000000    0.000000000000000
    1000   0.12838E+00   0.14221E-05   0.15432E+03   0.34834E-05   0.63000E+02   0.36347E+01   0.60803E+10  74.7658037  -0.0000000   0.0000000   1.0000000    0.000000000000000
    1200   0.12991E+00   0.14221E-05   0.15615E+03   0.34834E-05   0.63750E+02   0.91837E+00   0.60803E+10  75.6629933  -0.0000000   0.0000000   1.0000000    0.000000000000000
    1400   0.13144E+00   0.14241E-05   0.15799E+03   0.34883E-05   0.64500E+02   0.29750E+00   0.61144E+10  76.3461939  -0.0000000   0.0000000   1.0000000    0.000000000000000
    1600   0.13297E+00   0.13785E-05   0.15983E+03   0.33767E-05   0.65250E+02  -0.19674E+02   0.59870E+10  78.0582624  -0.0000000   0.0000000   1.0000000    0.000000000000000
    1800   0.13449E+00   0.15152E-05   0.16167E+03   0.37114E-05   0.66000E+02   0.21588E+02   0.62077E+10  77.5464626  -0.0000000   0.0000000   1.0000000    0.000000000000000
    2000   0.13602E+00   0.14221E-05   0.16350E+03   0.34834E-05   0.66750E+02  -0.13944E+02   0.60803E+10  79.2517519  -0.0000000   0.0000000   1.0000000    0.000000000000000
    2200   0.13755E+00   0.14241E-05   0.16534E+03   0.34883E-05   0.67500E+02  -0.23037E+02   0.61144E+10  79.9249217  -0.0000000   0.0000000   1.0000000    0.000000000000000
    2400   0.13908E+00   0.15172E-05   0.16718E+03   0.37163E-05   0.68250E+02   0.77608E-01   0.62418E+10  79.9906628  -0.0000000   0.0000000   1.0000000    0.000000000000000
    2600   0.14061E+00   0.15172E-05   0.16901E+03   0.37163E-05   0.69000E+02  -0.64674E+00   0.62418E+10  80.8761683  -0.0000000   0.0000000   1.0000000    0.000000000000000
    2800   0.14214E+00   0.15172E-05   0.17085E+03   0.37163E-05   0.69750E+02  -0.74763E+01   0.62418E+10  81.7616738  -0.0000000   0.0000000   1.0000000    0.000000000000000
    3000   0.14366E+00   0.15172E-05   0.17269E+03   0.37163E-05   0.70500E+02  -0.14810E+02   0.62418E+10  82.6471792  -0.0000000   0.0000000   1.0000000    0.000000000000000
    3200   0.14519E+00   0.16063E-05   0.17453E+03   0.39346E-05   0.71250E+02   0.10011E+02   0.63692E+10  82.6931390  -0.0000000   0.0000000   1.0000000    0.000000000000000
    3400   0.14672E+00   0.15172E-05   0.17636E+03   0.37163E-05   0.72000E+02  -0.28650E+02   0.62418E+10  84.4181902  -0.0000000   0.0000000   1.0000000    0.000000000000000
    3600   0.14825E+00   0.16063E-05   0.17820E+03   0.39346E-05   0.72750E+02  -0.88086E+01   0.63692E+10  84.4463504  -0.0000000   0.0000000   1.0000000    0.000000000000000
    3800   0.14978E+00   0.16538E-05   0.18004E+03   0.40510E-05   0.73500E+02   0.44237E+01   0.64624E+10  84.7051248  -0.0000000   0.0000000   1.0000000    0.000000000000000
