    KK    EPS_TOT    EPS_PLA    SIGMA    GAMMA    TAU    EPS_DOT    RHO_TOT    ALPHA    ZP_X    ZP_Y    ZP_Z    TIME
     200   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.44584E+10  -0.6984962   0.0000000   0.0000000   1.0000000    0.000000000000000
     400   0.10342E+00   0.97447E-06   0.12431E+03   0.23870E-05   0.50750E+02   0.54973E+01   0.54092E+10  63.7313520  -0.0000000   0.0000000   1.0000000    0.000000000000000
     600   0.10495E+00   0.10854E-05   0.12615E+03   0.26586E-05   0.51500E+02   0.56913E+00   0.55708E+10  63.7379791  -0.0000000   0.0000000   1.0000000    0.000000000000000
     800   0.10648E+00   0.11805E-05   0.12799E+03   0.28915E-05   0.52250E+02   0.88991E+01   0.56640E+10  64.1406902  -0.0000000   0.0000000   1.0000000    0.000000000000000
    1000   0.10800E+00   0.11864E-05   0.12982E+03   0.29061E-05   0.53000E+02   0.68554E+00   0.56981E+10  64.8750842  -0.0000000   0.0000000   1.0000000    0.000000000000000
    1200   0.10953E+00   0.11864E-05   0.13166E+03   0.29061E-05   0.53750E+02  -0.58206E+00   0.56981E+10  65.8018711  -0.0000000   0.0000000   1.0000000    0.000000000000000
    1400   0.11106E+00   0.11864E-05   0.13350E+03   0.29061E-05   0.54500E+02   0.54326E+00   0.56981E+10  66.7286580  -0.0000000   0.0000000   1.0000000    0.000000000000000
    1600   0.11259E+00   0.11864E-05   0.13533E+03   0.29061E-05   0.55250E+02  -0.82136E+01   0.56981E+10  67.6554449  -0.0000000   0.0000000   1.0000000    0.000000000000000
    1800   0.11412E+00   0.12181E-05   0.13717E+03   0.29837E-05   0.56000E+02  -0.15522E+01   0.57914E+10  68.0278448  -0.0000000   0.0000000   1.0000000    0.000000000000000
    2000   0.11565E+00   0.13191E-05   0.13901E+03   0.32311E-05   0.56750E+02   0.14978E+02   0.59188E+10  68.2011645  -0.0000000   0.0000000   1.0000000    0.000000000000000
    2200   0.11717E+00   0.12854E-05   0.14085E+03   0.31487E-05   0.57500E+02  -0.16556E+01   0.58597E+10  69.4582721  -0.0000000   0.0000000   1.0000000    0.000000000000000
    2400   0.11870E+00   0.13250E-05   0.14268E+03   0.32457E-05   0.58250E+02   0.30397E+01   0.59529E+10  69.8188360  -0.0000000   0.0000000   1.0000000    0.000000000000000
    2600   0.12023E+00   0.12854E-05   0.14452E+03   0.31487E-05   0.59000E+02  -0.11189E+02   0.58597E+10  71.2861214  -0.0000000   0.0000000   1.0000000    0.000000000000000
    2800   0.12176E+00   0.13250E-05   0.14636E+03   0.32457E-05   0.59750E+02   0.16815E+01   0.59529E+10  71.6323123  -0.0000000   0.0000000   1.0000000    0.000000000000000
    3000   0.12329E+00   0.13765E-05   0.14819E+03   0.33718E-05   0.60500E+02   0.12314E+02   0.59529E+10  72.5390504  -0.0000000   0.0000000   1.0000000    0.000000000000000
    3200   0.12482E+00   0.13250E-05   0.15003E+03   0.32457E-05   0.61250E+02  -0.63251E+01   0.59529E+10  73.4457885  -0.0000000   0.0000000   1.0000000    0.000000000000000
    3400   0.12634E+00   0.14221E-05   0.15187E+03   0.34834E-05   0.62000E+02   0.18212E+02   0.60803E+10  73.5695508  -0.0000000   0.0000000   1.0000000    0.000000000000000
    3600   0.12787E+00   0.14221E-05   0.15371E+03   0.34834E-05   0.62750E+02   0.56396E+01   0.60803E+10  74.4667404  -0.0000000   0.0000000   1.0000000    0.000000000000000
    3800   0.12940E+00   0.14221E-05   0.15554E+03   0.34834E-05   0.63500E+02   0.21472E+01   0.60803E+10  75.3639301  -0.0000000   0.0000000   1.0000000    0.000000000000000
    4000   0.13093E+00   0.13785E-05   0.15738E+03   0.33767E-05   0.64250E+02  -0.14487E+02   0.59870E+10  76.8527294  -0.0000000   0.0000000   1.0000000    0.000000000000000
    4200   0.13246E+00   0.13785E-05   0.15922E+03   0.33767E-05   0.65000E+02  -0.15470E+02   0.59870E+10  77.7568791  -0.0000000   0.0000000   1.0000000    0.000000000000000
    4400   0.13399E+00   0.14221E-05   0.16105E+03   0.34834E-05   0.65750E+02  -0.51351E+01   0.60803E+10  78.0554990  -0.0000000   0.0000000   1.0000000    0.000000000000000
    4600   0.13551E+00   0.15152E-05   0.16289E+03   0.37114E-05   0.66500E+02   0.11292E+02   0.62077E+10  78.1384203  -0.0000000   0.0000000   1.0000000    0.000000000000000
    4800   0.13704E+00   0.15172E-05   0.16473E+03   0.37163E-05   0.67250E+02   0.60793E+01   0.62418E+10  78.8099888  -0.0000000   0.0000000   1.0000000    0.000000000000000
    5000   0.13857E+00   0.15172E-05   0.16657E+03   0.37163E-05   0.68000E+02  -0.59396E-13   0.62418E+10  79.6954943  -0.0000000   0.0000000   1.0000000    0.000000000000000
    5200   0.14010E+00   0.15172E-05   0.16840E+03   0.37163E-05   0.68750E+02  -0.32337E+01   0.62418E+10  80.5809998  -0.0000000   0.0000000   1.0000000    0.000000000000000
    5400   0.14163E+00   0.15172E-05   0.17024E+03   0.37163E-05   0.69500E+02  -0.48635E+01   0.62418E+10  81.4665053  -0.0000000   0.0000000   1.0000000    0.000000000000000
    5600   0.14316E+00   0.15172E-05   0.17208E+03   0.37163E-05   0.70250E+02  -0.13737E+02   0.62418E+10  82.3520107  -0.0000000   0.0000000   1.0000000    0.000000000000000
    5800   0.14468E+00   0.15172E-05   0.17391E+03   0.37163E-05   0.71000E+02  -0.17656E+02   0.62418E+10  83.2375162  -0.0000000   0.0000000   1.0000000    0.000000000000000
    6000   0.14621E+00   0.16538E-05   0.17575E+03   0.40510E-05   0.71750E+02   0.17410E+02   0.64624E+10  82.6745224  -0.0000000   0.0000000   1.0000000    0.000000000000000
    6200   0.14774E+00   0.16063E-05   0.17759E+03   0.39346E-05   0.72500E+02  -0.74504E+01   0.63692E+10  84.1541485  -0.0000000   0.0000000   1.0000000    0.000000000000000
    6400   0.14927E+00   0.16538E-05   0.17943E+03   0.40510E-05   0.73250E+02   0.22765E+01   0.64624E+10  84.4150387  -0.0000000   0.0000000   1.0000000    0.000000000000000
    6600   0.15080E+00   0.16538E-05   0.18126E+03   0.40510E-05   0.74000E+02   0.51480E+01   0.64624E+10  85.2852968  -0.0000000   0.0000000   1.0000000    0.000000000000000
    6800   0.15233E+00   0.17449E-05   0.18310E+03   0.42742E-05   0.74750E+02  -0.15004E+01   0.66240E+10  85.0986796  -0.0000000   0.0000000   1.0000000    0.000000000000000
    7000   0.15385E+00   0.17449E-05   0.18494E+03   0.42742E-05   0.75500E+02  -0.18755E+01   0.66240E+10  85.9582623  -0.0000000   0.0000000   1.0000000    0.000000000000000
    7200   0.15538E+00   0.17449E-05   0.18677E+03   0.42742E-05   0.76250E+02  -0.11577E+02   0.66240E+10  86.8178449  -0.0000000   0.0000000   1.0000000    0.000000000000000
    7400   0.15691E+00   0.17449E-05   0.18861E+03   0.42742E-05   0.77000E+02  -0.14823E+02   0.66240E+10  87.6774275  -0.0000000   0.0000000   1.0000000    0.000000000000000
    7600   0.15844E+00   0.13746E-05   0.19045E+03   0.33670E-05   0.77750E+02  -0.52515E+02   0.68446E+10  87.0983275  -0.0000000   0.0000000   1.0000000    0.000000000000000
    7800   0.15997E+00   0.19331E-05   0.19228E+03   0.47351E-05   0.78500E+02   0.14500E+02   0.82799E+10  79.9587434  -0.0000000   0.0000000   1.0000000    0.000000000000000
    8000   0.16150E+00   0.25649E-05   0.19412E+03   0.62827E-05   0.79250E+02   0.32751E+02   0.10029E+11  73.3504557  -0.0000000   0.0000000   1.0000000    0.000000000000000
    8200   0.16303E+00   0.31849E-05   0.19596E+03   0.78013E-05   0.80000E+02   0.50109E+02   0.11176E+11  70.1481180  -0.0000000   0.0000000   1.0000000    0.000000000000000
    8400   0.16455E+00   0.39256E-05   0.19780E+03   0.96158E-05   0.80750E+02   0.47147E+02   0.12611E+11  66.6584912  -0.0000000   0.0000000   1.0000000    0.000000000000000
    8600   0.16608E+00   0.57557E-05   0.19963E+03   0.14099E-04   0.81500E+02   0.24046E+02   0.14997E+11  61.6972348  -0.0000001   0.0000000   1.0000000    0.000000000000000
    8800   0.16761E+00   0.75244E-05   0.20147E+03   0.18431E-04   0.82250E+02   0.10123E+03   0.17163E+11  58.2076863  -0.0000001   0.0000000   1.0000000    0.000000000000000
    9000   0.16915E+00   0.10068E-04   0.20331E+03   0.24660E-04   0.83000E+02   0.16256E+03   0.20431E+11  53.8381614  -0.0000001   0.0000000   1.0000000    0.000000000000000
    9200   0.17068E+00   0.13627E-04   0.20514E+03   0.33379E-04   0.83750E+02   0.16753E+03   0.23734E+11  50.4059667  -0.0000001   0.0000000   1.0000000    0.000000000000000
